Id,VLOOKup BARCODE,VLOOKUP-lat,ROUNDLAT-RimportFILE,VLOOKUP-long,ROUNDLONG-RimportFile,LATS match,Tag,Del,CollectionEventCategoryCode,ProjectName,LONGS match,Latitude-inBRAHMS,Longitude-inBRAHMS,LLDatum,LLResolution-in BRAHMS,VLOOK-UP LLRESOL,VLOOK-UP MATCH,LLOrigin,Comments,georeferencedBy,georeferenceRemarks,CurationText,Town_rng
475ea995-985d-4898-a1fa-3de5937b74df,0027269MOR,42.360009,42.360009,-88.167024,-88.167024,GOOD,*,,PS,,PROBLEM,42.360009,-88.167024,WGS84,172m,172m,GOOD,GeoLocate,"30' tall, 2-4"""" dbh. Open growth habit.",Louise and Lee,based on collectors description,,
cfb605ef-aaad-4e0b-a47c-3e03aff60f02,0027200MOR,41.541774,41.541774,-86.353289,-86.353289,GOOD,*,,PS,,GOOD,41.541774,-86.353289,WGS84,223m,223m,GOOD,GeoLocate,A few small trees.,Louise and Lee,based on collectors description,,
71919b5c-6b86-48dc-8f97-3e553a652077,0051595MOR,41.628534,41.628534,-87.648246,-87.648246,GOOD,*,,PS,,GOOD,41.628534,-87.648246,WGS84,125m,125m,GOOD,GeoLocate,Large tree estimated at over 150 years old. See staff for fruit.,Louise and Lee,based on collectors description,,
22bbb905-00d2-4846-a501-3e9a64766cb0,0044111MOR,41.815398,41.815398,-88.061807,-88.061807,GOOD,*,,PS,,GOOD,41.815398,-88.061807,WGS84,202m,202m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
2e1f8b7d-b474-4ce2-8a92-3eadb874a339,0043973MOR,41.811400,41.811400,-88.065197,-88.065197,PROBLEM,*,,PS,,PROBLEM,41.812072,-88.048246,WGS84,144m,99m,PROBLEM,GeoLocate,"Original Source: SD BOYD NURSERY, TN",Louise and Lee,based on collectors description,,
ef108e2b-6201-409d-9f66-3effb342dc5e,0027094MOR,41.647652,41.647652,-87.069987,-87.069987,PROBLEM,*,,PS,,PROBLEM,41.645360,-87.071039,WGS84,185m,185m,GOOD,GeoLocate,Common.,Louise and Lee,"based on collectors desc. & 1/4 sec corrected [TRS: T37N R6W S23 NE 1/4, NE 1/4]","georeference remarks modify TRS, however that info is kept in georeferenceRemarks, and TRS fields within database have not been changed.","T37N R6W Sec. 23 NW 1/4, NE 1/4"
78a002a2-1e0c-4990-93f7-3f5d53323257,0038333MOR,42.015725,42.015725,-88.252718,-88.252718,GOOD,*,,PS,,GOOD,42.015725,-88.252718,WGS84,379m,379m,GOOD,GeoLocate,,"Brown, Bethany",,,"T41N R9E Sec. 19 S 1/2, SE 1/4, SW 1/4"
893b0084-0f22-4010-b4b3-3f6a973688c5,0043566MOR,41.817445,41.817445,-88.063609,-88.063609,PROBLEM,*,,PS,,GOOD,41.817637,-88.065068,WGS84,146m,185m,PROBLEM,GeoLocate,Fall color.,Louise and Lee,based on collectors description,,
fd6a837f-ce47-4477-bc57-3fc056a569db,0044142MOR,41.816806,41.816806,-88.06936,-88.06936,GOOD,*,,PS,,GOOD,41.816806,-88.06936,WGS84,106m,106m,GOOD,GeoLocate,"Original Source: PLT, Princeton, Nurs.",Louise and Lee,based on collectors description,,
ff28e597-01a9-47c1-890d-3ff0142df2b3,0027453MOR,41.764079,41.764079,-86.738391,-86.738391,PROBLEM,*,,PS,,PROBLEM,41.784140,-86.716923,WGS84,157m,161m,PROBLEM,GeoLocate,,Louise and Lee,based on collectors description [TRS: T8S R21W S14 NW & S11 SW],"georeference remarks modify TRS, however that info is kept in georeferenceRemarks, and TRS fields within database have not been changed.",T8S R21W Sec. 14 NW
9f19643d-991b-49ee-b42b-40a20281869a,0027181MOR,41.442734,41.442734,-87.714444,-87.714444,GOOD,*,,PS,,GOOD,41.442734,-87.714444,WGS84,182m,182m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,T34N R13E Sec. 10 & S15 section line between
92767c8e-767e-4ab8-b373-40f0657d38f0,0027045MOR,41.449208,41.449208,-88.317322,-88.317322,GOOD,*,,PS,,GOOD,41.449208,-88.317322,WGS84,105m,105m,GOOD,GeoLocate,County Voucher,Louise and Lee,based on collectors description,,T34N R8E Sec. 8 (null)
380a30b7-302f-433a-8d19-41197fce4486,0043554MOR,41.817573,41.817573,-88.082578,-88.082578,GOOD,*,,PS,,PROBLEM,41.817573,-88.082578,WGS84,149m,149m,GOOD,GeoLocate,Original Source: Tingle,Louise and Lee,based on collectors description,,
a75f9464-020a-4bd3-a48c-4127d511f075,0027210MOR,42.137069,42.137069,-88.094145,-88.094145,GOOD,*,,PS,,PROBLEM,42.137069,-88.094145,WGS84,179m,179m,GOOD,GeoLocate,"To 60' tall, 18-36"""" dbh. Trees common. No acorns evident.",Louise and Lee,based on collectors description,,
c4199614-00f4-49d8-92f4-4200a503ef70,0038229MOR,41.175497,41.175497,-88.103488,-88.103488,GOOD,*,,PS,,PROBLEM,41.175497,-88.103488,WGS84,969m,969m,GOOD,GeoLocate,County Voucher supplementing earlier sight record,"Brown, Bethany",,,T31N R10E Sec. 8 along S edge
193dcf02-1304-49a7-a639-42aadea605dd,0027348MOR,41.871891,41.871891,-86.638922,-86.638922,GOOD,*,,PS,National Cancer Institute 1997-1998: Antiaids-anticancer Testing,PROBLEM,41.871891,-86.638922,WGS84,198m,198m,GOOD,GeoLocate,"Tree, 3 ft. d.b.h., 80 ft. tall. Sample part: FL. NCI CODE 0GDK2033-S.",Louise and Lee,based on collectors description,,
f9d7e98d-8f2d-4f60-9127-42b02ca8d4cb,0027285MOR,41.812296,41.812296,-88.040993,-88.040993,GOOD,*,,PS,,GOOD,41.812296,-88.040993,WGS84,130m,130m,GOOD,GeoLocate,"21.6"""" dbh, forest grown, canopy tree, about 60' tall with bark texture and color intermediate between white and bur oak.",Louise and Lee,based on collectors description & Arboretum grid,,
43b06045-e41f-48ef-a492-430a32b6df36,0027406MOR,41.816422,41.816422,-88.062494,-88.062494,GOOD,*,,PS,,GOOD,41.816422,-88.062494,WGS84,161m,161m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
6ee8aec1-ac54-4343-a4c7-431ad3fbad7e,0051596MOR,41.623328,41.623328,-87.794089,-87.794089,GOOD,*,,PS,,GOOD,41.623328,-87.794089,WGS84,494m,494m,GOOD,GeoLocate,Approx. 15 m high and 30 cm DBH; scattered reproducing population. See staff for acorns.,Louise and Lee,based on collectors description,,
37253cf1-7667-478b-936b-43250585a97a,0027356MOR,41.205045,41.205045,-87.985303,-87.985303,GOOD,*,,PS,,GOOD,41.205045,-87.985303,WGS84,220m,220m,GOOD,GeoLocate,,Louise and Lee,Based on mapping of state park along Rock Creek,,"T32N R11E Sec. 32 E 1/2, W 1/2"
15f1a341-2d02-4c3e-a998-435bc3c0c8a6,0027121MOR,41.648788,41.648788,-87.019397,-87.019397,PROBLEM,*,,PS,,PROBLEM,41.648385,-87.018262,WGS84,167m,213m,PROBLEM,GeoLocate,,Louise and Lee,based on collectors description [TRS: T37N R5W S20 NW 1/4],"georeference remarks modify TRS, however that info is kept in georeferenceRemarks, and TRS fields within database have not been changed.",T37N R6W Sec. 20 N 1/4
d58ea038-82ac-4498-a05d-43afd3fb5067,0027196MOR,41.632057,41.632057,-88.532984,-88.532984,GOOD,*,,PS,,PROBLEM,41.632057,-88.532984,WGS84,187m,187m,GOOD,GeoLocate,"From a lone, old, 2' dbh tree.",Louise and Lee,based on collectors desc. & 1/4 sec,,"T36N R6E Sec. 3 NE 1/4, NW 1/4"
6cb4a2a2-bce9-4eaa-87fd-460e909a58ae,0027343MOR,42.015746,42.015746,-88.24829,-88.24829,GOOD,*,,PS,,PROBLEM,42.015746,-88.24829,WGS84,167m,167m,GOOD,GeoLocate,Existence of stellate pubescence indicates influence of Quercus velutina.,Louise and Lee,based on collectors description,,T41N R9E Sec. 19 S 1/2 & S30 - N 1/2
d25cfecc-3d5a-4e44-9798-46c2829957cf,0038305MOR,41.663312,41.663312,-87.010693,-87.010693,GOOD,*,,PS,,GOOD,41.663312,-87.010693,WGS84,96m,96m,GOOD,GeoLocate,Common,"Brown, Bethany",,,"T37N R5W Sec. 17 NE 1/4, NE 1/4"
758bccf6-556c-4b49-957c-46dd6d5a618a,0044118MOR,41.815142,41.815142,-88.051851,-88.051851,GOOD,*,,PS,,PROBLEM,41.815142,-88.051851,WGS84,70m,70m,GOOD,GeoLocate,"Original Source: Arnold Arboretum,Jamaica Plains,MA Oval shaped tree 50' high & 30' wide in good condition. Bark fissured & dark brown. Twig smooth & brown. Fruit green, RHS #145-C. Leaves glabrous and many have galls (fungus). Some twig dieback. Nicely shaped.",Louise and Lee,based on collectors description,,
224716b2-6afa-4ebb-853e-4725423d6f2a,0027335MOR,41.324234,41.324234,-88.276725,-88.276725,PROBLEM,*,,PS,,PROBLEM,41.322365,-88.271747,WGS84,201m,218m,PROBLEM,GeoLocate,"Common. Additional annotation label information by Andrew Hipp (MOR) on May 16, 2007: Acorns may be mixed, Q. ellipsoidalis and Q. coccinea.",Louise and Lee,based on collectors desc. & 1/4 sec,,"T33N R8E Sec. 23 SE 1/4, NE 1/4"
68e602f9-7723-43c6-ba9e-474d532ef192,0027322MOR,42.409557,42.409557,-88.774861,-88.774861,GOOD,*,,PS,,GOOD,42.409557,-88.774861,WGS84,201m,201m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
9ff9c9ee-3e59-46ba-bc58-485fb7e4af25,0027727MOR,41.702614,41.702614,-87.990911,-87.990911,GOOD,*,,PS,,PROBLEM,41.702614,-87.990911,WGS84,1254m,602m,PROBLEM,GeoLocate,"Type #1 - small leaves, Type #2 - large leaves. Characteristic of entire tree.",Louise and Lee,based on collectors description,,
72dd9703-1710-4463-abf3-488c9206dca6,0043751MOR,41.818277,41.818277,-88.066742,-88.066742,GOOD,*,,PS,,GOOD,41.818277,-88.066742,WGS84,60m,60m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
46504342-1c85-43c2-9168-496e9002bcea,0054167MOR,41.715387,41.715387,-88.097401,-88.097401,GOOD,*,,PS,,GOOD,41.715387,-88.097401,WGS84,873m,873m,GOOD,GeoLocate,,"Brown, Bethany",,,
6fb58355-618a-4fa6-8dc6-4a4625738d54,0043929MOR,41.815769,41.815769,-88.068903,-88.068903,GOOD,*,,PS,,GOOD,41.815769,-88.068903,WGS84,52m,52m,GOOD,GeoLocate,Original Source: wild collected in Indiana Irregular tree 20' tall x 15' wide in fair condition with some cicada damage. Bark scaled and gray. Twigs smooth and brown. Fruit green.,Louise and Lee,based on collectors description,,
ba18dea3-d1ee-42d7-bc86-4a682c86243b,0027696MOR,41.734442,41.734442,-87.678307,-87.678307,GOOD,*,,PS,,GOOD,41.734442,-87.678307,WGS84,200m,200m,GOOD,GeoLocate,"Collected for F. Swink & U. Rowlatt, Checklist of the Flora of the City of Chicago, Bulletin of the Chicago Academy of Sciences, Vol. 13, No. 1, 1985.",Louise and Lee,based on collectors description,,
6025d881-64cd-40b0-9161-4b3eb1bc49b4,0038209MOR,41.617682,41.617682,-87.190844,-87.190844,GOOD,*,,PS,,PROBLEM,41.617682,-87.190844,WGS84,2382m,2382m,GOOD,GeoLocate,,"Brown, Bethany",,,
a8e5e5f7-0390-4830-80e3-4b469d2d5707,0005380MOR,41.685318,41.685318,-86.717289,-86.717289,GOOD,*,,PS,,PROBLEM,41.685318,-86.717289,WGS84,1000m,1000m,GOOD,GeoLocate,,"Fertig, Walter",,,
506ce44f-40b5-450d-b7ac-4b6ea406521a,0027122MOR,41.612779,41.612779,-86.338059,-86.338059,GOOD,*,,PS,,GOOD,41.612779,-86.338059,WGS84,207m,207m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
1b564198-0cc9-4c18-81cd-4c24f4457192,0044028MOR,41.815270,41.815270,-88.051336,-88.051336,GOOD,*,,PS,,GOOD,41.815270,-88.051336,WGS84,149m,149m,GOOD,GeoLocate,Original Source: Mount Airy,Louise and Lee,based on collectors description,,
5eb8e280-ed10-4666-9351-4c96c737a142,0076830MOR,#N/A,#N/A,#N/A,#N/A,#N/A,*,,PS,,#N/A,44.246696,-72.549446,,730m,#N/A,#N/A,GEOLocate,,,,,
425addc8-d67d-420c-b9c4-4d3e42d09144,0027206MOR,41.489868,41.489868,-87.657138,-87.657138,GOOD,*,,PS,,GOOD,41.489868,-87.657138,WGS84,196m,196m,GOOD,GeoLocate,,Louise and Lee,based on collectors desc. & 1/4 sec,,T35N R14E Sec. 30 SE 1/4
0fe0a483-47aa-4b8b-94b8-4d40bbba3ed7,0054210MOR,41.742458,41.742458,-88.179832,-88.179832,GOOD,*,,PS,,GOOD,41.742458,-88.179832,WGS84,1175m,1175m,GOOD,GeoLocate,"The plants were also observed to the west in the adjacent Springbrook Golf Course and other Naperville Park District Property. Observed in bloom July 10 and July 15, 2009.","Brown, Bethany",,,
c7116ad4-f476-4224-a243-4d7a19546d36,0035609MOR,41.180995,41.180995,-89.7412,-89.7412,GOOD,*,,PS,,GOOD,41.180995,-89.7412,WGS84,181m,181m,GOOD,GeoLocate,"3-18"""" dbh, 20-50' tall. All oaks in area are odd in that the leaves are inrolled toward the lower surface and appear to suffer from herbicide damage. Yet a local resident told me they looked no different than usual to him. See record book for more. Acorns Collected? yes",Louise and Lee,based on collectors description,,
1810ed95-6ac6-4827-8fd7-4da2d0d3eb74,0027101MOR,41.577991,41.577991,-87.954581,-87.954581,GOOD,*,,PS,,GOOD,41.577991,-87.954581,WGS84,161m,161m,GOOD,GeoLocate,Common.,Louise and Lee,based on collectors description,,
fcaaf53c-31d1-46f9-82a2-4de220f4d3e3,0043662MOR,41.812903,41.812903,-88.050606,-88.050606,GOOD,*,,PS,,GOOD,41.812903,-88.050606,WGS84,128m,128m,GOOD,GeoLocate,Original Source: Arnold Arb.,Louise and Lee,based on collectors description,,
781461d8-1ba2-40b9-9c2c-4e86635fd301,0043761MOR,41.815015,41.815015,-88.076741,-88.076741,GOOD,*,,PS,,PROBLEM,41.815015,-88.076741,WGS84,146m,146m,GOOD,GeoLocate,"Original Source: PLT fr Bryant's Nurs. Oval shaped tree in good condition 45' high and 30' wide. Single trunk with gray, fissured bark. Flower yellow-green, RHS #153-C.",Louise and Lee,based on collectors description,,
a25325e7-fe96-4ed5-b13c-4f105ee434db,0027451MOR,41.516064,41.516064,-88.315824,-88.315824,GOOD,*,,PS,,GOOD,41.516064,-88.315824,WGS84,217m,217m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
d2897bc1-95a7-4844-8349-4f10a409ea91,0044114MOR,41.815270,41.815270,-88.05228,-88.05228,GOOD,*,,PS,,PROBLEM,41.815270,-88.05228,WGS84,170m,170m,GOOD,GeoLocate,Original Source: Arnold Arb.,Louise and Lee,based on collectors description,,
1a8967c2-961a-4d3b-98b3-4f5e0ff165bf,0044013MOR,41.815590,41.815590,-88.052022,-88.052022,GOOD,*,,PS,,PROBLEM,41.815590,-88.052022,WGS84,166m,166m,GOOD,GeoLocate,Original Source: fr 517-34,Louise and Lee,based on collectors description,,
b0d16704-722e-43fd-934d-4f9994375e64,0043815MOR,41.814311,41.814311,-88.051765,-88.051765,GOOD,*,,PS,,GOOD,41.814311,-88.051765,WGS84,108m,108m,GOOD,GeoLocate,"Original Source: Ottawa, Can. Oval shaped tree in good condition 40' high and 20' wide. Single trunk with gray fissured bark. Twig gray. Fruit grayed-orange, RHS #177-B.",Louise and Lee,based on collectors description,,
194b0f44-ec1b-4ba5-8da9-4fe89d663804,0027208MOR,41.688330,41.688330,-87.527799,-87.527799,GOOD,*,,PS,,GOOD,41.688330,-87.527799,WGS84,200m,200m,GOOD,GeoLocate,"Collected for F. Swink & U. Rowlatt, Checklist of the Flora of the City of Chicago, Bulletin of the Chicago Academy of Sciences, Vol. 13, No. 1, 1985.",Louise and Lee,based on collectors description,,
c58ac52d-dc43-4e7a-acdd-50bf828a2591,0044139MOR,41.815206,41.815206,-88.051078,-88.051078,GOOD,*,,PS,,GOOD,41.815206,-88.051078,WGS84,178m,178m,GOOD,GeoLocate,Original Source: SD BG Osaka City Univ,Louise and Lee,based on collectors description,,
1f3e22e5-fea4-43c1-9943-51adf802ad79,0043673MOR,41.817509,41.817509,-88.054511,-88.054511,GOOD,*,,PS,,GOOD,41.817509,-88.054511,WGS84,75m,75m,GOOD,GeoLocate,"Oval shaped tree, 55' high & 20' wide, in good condition. A shapely tree, shiny dark green leaves with a few dead twigs underneath. Bark fissured and dark brown. Twig smooth and brown.",Louise and Lee,based on collectors description,,
d951558f-6f81-4d11-8484-52886472893e,0038230MOR,41.663223,41.663223,-87.010671,-87.010671,GOOD,*,,PS,,GOOD,41.663223,-87.010671,WGS84,125m,125m,GOOD,GeoLocate,,"Brown, Bethany",,,"T37N R5W Sec. 17 NE 1/4, NE 1/4"
fc0628ab-239a-4f7f-885a-52bbb1da4c83,0027030MOR,41.737112,41.737112,-86.484435,-86.484435,PROBLEM,*,,PS,,GOOD,41.737296,-86.485884,WGS84,192m,176m,PROBLEM,GeoLocate,,Louise and Lee,based on collectors description,,
e3578cdb-8b56-4692-b323-537fd064a812,0027139MOR,41.784046,41.784046,-88.440181,-88.440181,PROBLEM,*,,PS,,PROBLEM,41.783150,-88.440503,WGS84,219m,230m,PROBLEM,GeoLocate,,Louise and Lee,based on collectors description major F.P.,,
cf509782-0b62-49d1-9da6-53cce5d6ae65,0043691MOR,41.815654,41.815654,-88.070304,-88.070304,GOOD,*,,PS,,PROBLEM,41.815654,-88.070304,WGS84,158m,158m,GOOD,GeoLocate,Original Source: Morton Arb. Tree 25' high & 15-19' wide.,Louise and Lee,based on collectors description,,
9f70bfb2-2368-49a2-8df3-541eabade28b,0027327MOR,41.734714,41.734714,-87.679852,-87.679852,GOOD,*,,PS,,PROBLEM,41.734714,-87.679852,WGS84,195m,195m,GOOD,GeoLocate,"Collected for F. Swink & U. Rowlatt, Checklist of the Flora of the City of Chicago, Bulletin of the Chicago Academy of Sciences, Vol. 13, No. 1, 1985.",Louise and Lee,based on collectors description,,
3023ce3f-6bd6-49b8-a810-54c1004491bc,0027225MOR,41.913859,41.913859,-88.187584,-88.187584,GOOD,*,,PS,,GOOD,41.913859,-88.187584,WGS84,95m,95m,GOOD,GeoLocate,"Only 3 trees in area, collected from 2.",Louise and Lee,based on collectors description,,
26275f61-eee7-4cdc-ba40-5532f1c0cd97,0043784MOR,41.812364,41.812364,-88.073566,-88.073566,GOOD,*,,PS,,GOOD,41.812364,-88.073566,WGS84,53m,53m,GOOD,GeoLocate,"Original Source: wild col. seed frm. Montana,Mi Irregularly shaped tree 10' high and 8' wide in fair condition; has cicada damage. Bark fissured and brown. Fruit green.",Louise and Lee,based on collectors description,,
8a98daf3-5088-45ca-afee-556dbaa3d658,0043754MOR,41.814783,41.814783,-88.076184,-88.076184,GOOD,*,,PS,,PROBLEM,41.814783,-88.076184,WGS84,81m,81m,GOOD,GeoLocate,"Original Source: PLT fr BRYANT Oval columnar tree 45' tall x 20-25' wide in good condition. Trunk bark plated and gray. Twigs reddish-brown. Fruit light green, RHS #142-C.",Louise and Lee,based on collectors description,,
15d294df-8257-45d3-bcfc-5582749f38b2,0051599MOR,41.621610,41.621610,-87.793921,-87.793921,GOOD,*,,PS,,PROBLEM,41.621610,-87.793921,WGS84,518m,518m,GOOD,GeoLocate,Approx. 20 m high and 50 cm DBH; scattered reproducing population. See staff for acorns.,Louise and Lee,based on collectors description,,
7f85eafa-cc54-40aa-8781-56539315b9ee,0027202MOR,42.046688,42.046688,-88.623926,-88.623926,PROBLEM,*,,PS,,PROBLEM,42.046545,-88.622971,WGS84,202m,140m,PROBLEM,GeoLocate,40' tall. Acorns plentiful. Acorns collected.,Louise and Lee,based on collectors description,,
bd38e221-4fe7-4aa9-80b9-5679c312761d,0027100MOR,42.830848,42.830848,-88.475987,-88.475987,GOOD,*,,PS,,GOOD,42.830848,-88.475987,WGS84,208m,208m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
c89af421-5576-46f6-93c2-5693503c5cd1,0051165MOR,42.124636,42.124636,-88.40406,-88.40406,GOOD,*,,PS,,GOOD,42.124636,-88.40406,WGS84,76m,76m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
522aa532-2ceb-465b-86b9-573eb62acd19,0038312MOR,41.014180,41.014180,-87.468768,-87.468768,GOOD,*,,PS,,PROBLEM,41.014180,-87.468768,WGS84,228m,228m,GOOD,GeoLocate,,"Brown, Bethany",,,
44dbedae-84ef-472d-908d-5794e4935081,0043661MOR,41.811368,41.811368,-88.066442,-88.066442,GOOD,*,,PS,,PROBLEM,41.811368,-88.066442,WGS84,139m,139m,GOOD,GeoLocate,Original Source: sd fr Arnold Arb.,Louise and Lee,based on collectors description,,
2d5c092b-a3ed-4f34-bce8-579eeafd773f,0050581MOR,42.339319,42.339319,-87.877477,-87.877477,GOOD,*,,PS,Hill's Oak Molecular Studies 2005-2006: Taxonomy/hybridization In Hill's Oak: Molecular Studies Funded By A Franklin Research Grant From Aps: 2005-2006,PROBLEM,42.339319,-87.877477,WGS84,215m,215m,GOOD,GeoLocate,"Second collection made Oct. 19, 2005 (#JW218)",Louise and Lee,based on collectors description,,
ebfa3671-af5c-409d-b760-585968c9ad7f,0051971MOR,41.459375,41.459375,-87.696828,-87.696828,GOOD,*,,PS,Hill's Oak Molecular Studies 2005-2006: Taxonomy/hybridization In Hill's Oak: Molecular Studies Funded By A Franklin Research Grant From Aps: 2005-2006,PROBLEM,41.459375,-87.696828,WGS84,210m,210m,GOOD,GeoLocate,"Bark resembles Quercus rubra, but upper leaves are deeply cleft.",Louise and Lee,based on collectors description,,
2d49d9c7-5bf7-434d-91e2-586ace105529,0049279MOR,41.397384,41.397384,-87.767404,-87.767404,GOOD,*,,PS,,PROBLEM,41.397384,-87.767404,WGS84,70m,70m,GOOD,GeoLocate,"Inner bark distinctly yellow/orange. Buds angular and hairy. Acorn caps distinctly fringed. Bark furrowed below, not plated above. 40-60' high, 18-30"""" dbh.",Louise and Lee,based on collectors description,,
1aa42dbb-26bc-4937-b9e4-58946043bd94,0027402MOR,41.813655,41.813655,-88.034781,-88.034781,GOOD,*,,PS,,PROBLEM,41.813655,-88.034781,WGS84,236m,236m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
94f0e817-ec7e-4b1f-8c6c-5901b7812190,0027355MOR,41.204463,41.204463,-87.984228,-87.984228,GOOD,*,,PS,,GOOD,41.204463,-87.984228,WGS84,193m,193m,GOOD,GeoLocate,,Louise,Based on state park mapping at Rock Creek,,"T32N R11E Sec. 32 E 1/2, W 1/2"
59618204-01fd-4581-9167-592810c391d8,0043957MOR,41.812840,41.812840,-88.050477,-88.050477,GOOD,*,,PS,,GOOD,41.812840,-88.050477,WGS84,73m,73m,GOOD,GeoLocate,"Original Source: Otto Katzenstein & Co.,Atlanta Irregularly shaped tree 65' high and 25' wide in good condition. Bark fissured, gray, and lichen covered. Twig smooth & brown. Fruit brown, RHS #197-B. Trunk diameter 2 1/2'. Lower limbs dead. Acorns collected from ground under tree.",Louise and Lee,based on collectors description,,
fa5dcabe-f52a-4668-b0fc-593f9b39694d,0027452MOR,41.562612,41.562612,-87.590561,-87.590561,GOOD,*,,PS,,PROBLEM,41.562612,-87.590561,WGS84,194m,194m,GOOD,GeoLocate,Sample #2.,Louise and Lee,based on collectors description,,
d46ebb25-226f-4278-bd7e-59b42d479ec9,0038210MOR,42.472580,42.472580,-88.350152,-88.350152,GOOD,*,,PS,,PROBLEM,42.472580,-88.350152,WGS84,482m,482m,GOOD,GeoLocate,County Voucher,"Brown, Bethany",,,T R Sec. 7 S edge
cee61a08-8355-4e70-a42d-59c23f63fdbd,0051811MOR,42.423515,42.423515,-88.324054,-88.324054,GOOD,*,,PS,Hill's Oak Molecular Studies 2005-2006: Taxonomy/hybridization In Hill's Oak: Molecular Studies Funded By A Franklin Research Grant From Aps: 2005-2006,GOOD,42.423515,-88.324054,WGS84,220m,220m,GOOD,GeoLocate,"First collection May 11, 2005 (#2416)",Louise and Lee,based on collectors description,,
d4ab28e7-5b07-4eb1-bfea-5a63c9328de3,0027214MOR,42.014088,42.014088,-88.254127,-88.254127,GOOD,*,,PS,,PROBLEM,42.014088,-88.254127,WGS84,247m,247m,GOOD,GeoLocate,,Louise,Based on ill geo survey plss - may be partially in N 1/2 sec 30,,"T41N R9E Sec. 19 near center of S 1/2, S 1/2, S 1/2"
60b8395e-7c74-455b-8b94-5aec2b96e460,0027333MOR,41.737364,41.737364,-88.850705,-88.850705,GOOD,*,,PS,,GOOD,41.737364,-88.850705,WGS84,194m,194m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,T38N R3E Sec. 26 SE
5411255f-8b9f-4b50-b5df-5ca306f946cc,0027317MOR,41.562195,41.562195,-87.590861,-87.590861,GOOD,*,,PS,,GOOD,41.562195,-87.590861,WGS84,197m,197m,GOOD,GeoLocate,,Louise and Lee,based on collectors description,,
991ea2fb-1a04-4eb5-a402-5d68fb23fc8b,0044145MOR,41.816806,41.816806,-88.06936,-88.06936,GOOD,*,,PS,,GOOD,41.816806,-88.06936,WGS84,106m,106m,GOOD,GeoLocate,"Original Source: PLT, Princeton Nurs.",Louise and Lee,based on collectors description,,
26e766c6-b547-447b-b2fd-5da20417671f,0027256MOR,41.814983,41.814983,-88.048761,-88.048761,GOOD,*,,PS,,PROBLEM,41.814983,-88.048761,WGS84,110m,110m,GOOD,GeoLocate,"Tuberculated form. Add'l annotation label information by A. Hipp (MOR), May 16, 2007: I don't find the comparison between Johnson Co. and DuPage Co. specimens convincing evidence that the two are conspecific. The buds in the...(see Comments for more) Note comparison with Southern Illinois buds and twigs. Cont'd from Attributes: ...Johnson Co. specimen are noticeably larger and more pubescent, while its acorn cap scales are more elongate and tuberculated, with more concave margins. The DuPage Co. specimen is typical Chicago region Hill's oak.",Louise and Lee,based on collectors description,"There was a lat/long in here post upload to SEINet, but wasn't sure where it came from. Used Louise and Lee's georeference from 1/26/2016 from SEINet",
9a0e5b8f-a4b6-4e54-b61e-5e1a99e81e8e,0076831MOR,#N/A,#N/A,#N/A,#N/A,#N/A,*,,PS,,#N/A,35.968739,-78.965788,,1331m,#N/A,#N/A,GEOLocate,,,,,
e498eb97-fab0-4765-89b8-5eb94b88cc93,0027069MOR,41.816934,41.816934,-88.044898,-88.044898,GOOD,*,,PS,,GOOD,41.816934,-88.044898,WGS84,503m,302m,PROBLEM,GeoLocate,,Louise and Lee,based on collectors description,,
0f2c99ac-d584-4ceb-a557-5efe55904ed5,0038015MOR,41.615320,41.615320,-86.750579,-86.750579,GOOD,*,,PS,,GOOD,41.615320,-86.750579,WGS84,1622m,1622m,GOOD,GeoLocate,,"Brown, Bethany",,,
7286deaa-f39d-41ef-b3b8-6099ce620385,0051612MOR,41.887873,41.887873,-88.165361,-88.165361,GOOD,*,,PS,,GOOD,41.887873,-88.165361,WGS84,220m,220m,GOOD,GeoLocate,"30-50' tall and 8-15"""" dbh. W/influence of Q. ellipsoidalis. Few acorns scavenged from beneath trees. Leaves turning brown with some yellow and leaf base truncate sensu ellipsoidalis. Some acorns ellipsoid. Cap fringe variable. See Comments for more. Pubescent within cap of tree 'b' and may be velutina. My notes indicate all of these are velutina. The undersides of leaves vary from completely glabrous to mildly hirsute in vein axils. Buds of most trees bordering old field to east are pubescent only on apical half.",Louise,based on collectors description,,
